编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
9008,关于电话约定消防检查,(已撤销)深圳市公安局消防监督管理局,2016.08.11,2016.08.12,"昨天、今天连着两天有个来电显示号码为020-66648297的电话自称为深圳宝安消防大队的工作人员，索要我公司法人手机号码，约定下周到我公司检查消防，两次约定时间不同，因为020开头今天接到电话才引起质疑，114查不到这个号码，请问下是否有这样的消防检查工作？是否有这样的约定方式？
		","您好，感谢您对消防工作的支持！深圳市宝安消防监督管理大队值班室电话：84456680，办事窗口电话：27660219，如您有消防检查方面的问题可打电话咨询，如遇诈骗电话，您可拨打“110”报警。
		
		",4.819440846404177e-09
20761,电气火灾监控系统（漏电报警）是否在消防验收内容之内？,(已撤销)深圳市公安局消防监督管理局,2015.04.14,2015.04.21,"项目为深圳某超高层住宅楼，因各种原因所有的配电箱内没有安装漏电监控，消防公司意见为根据07年消防验收规范电气火灾监控不在验收内容之内。请问该系统在消防验收中是否为必须验收的项目，还是可验可不验的项目？
		","您好，感谢您对消防工作的支持！不属必验项目，消防验收不验该项目。
		
		",4.903209616102799e-09
20178,消防喷淋系统安装,(已撤销)深圳市公安局消防监督管理局,2015.05.19,2015.05.21,"你好！我们是主要生产纺织类产品的（类似制衣厂），目前工厂总人数有200人（员工168人，管理32人），办公和生产使用面积为7200平方米，分布如下：1楼有3/5的面积是仓库，存放的物料只要是原材料（纺织物）和成品，有货架依次摆放，2/5的面积是生产车间，主要为布料电压加工。2楼全部是生产车间，有120人在生产纺织类产品。3楼有2/5的面积为办公区，其余的目前空置。3层楼每层的一面墙都有4个消火栓，并且按照国家规定放置了保质期内的灭火器。以上是我司的大概情况，目前想了解的是：1、我们是否属于消防喷淋的必须安装单位。2、在不影响生产的情况下，在7200平方米的空间里安装喷淋系统需要的大概费用，除仓库外，其余的面积上空均有石膏吊顶。
		","您好，感谢您对消防工作的支持！根据规范要求，占地面积大于1500㎡或总建筑面积大于3000㎡的单层、多层制衣厂房或每座占地面积大于1000㎡的棉、毛、丝、麻化纤、毛皮及其制品的仓库，应设喷淋。费用问题应咨询机关设计、施工单位。
		
		",6.350745485050879e-09
20886,商铺消防要求,(已撤销)深圳市公安局消防监督管理局,2015.04.12,2015.04.13,"商铺位于小区门口，商铺竣工验收合格后（店铺为房产商统一建设和招租）。接手店铺后，不对消防设施进行改建，不吊顶，只墙体刷白，地面铺地砖，能否正常营业且通过消防验收。
		","您好，感谢您对消防工作的支持！关于商铺消防要求的咨询，您可拨打龙华办事窗口电话：0755-85135145进行咨询了解。
		
		",2.1024477936393282e-08
19913,写字楼变更使用单位是否需要申报消防,(已撤销)深圳市公安局消防监督管理局,2015.05.26,2015.06.04,"您好！ 我司准备租用一高层写字楼其中三层，大厦业主已经装修完毕并经过消防验收合格。我司即租即用不做任何装修、消防等施工改造，请问这种情况是否需要我司重新进行消防申报或者进行实际使用人变更等手续？如果需要办理请问需要提供哪些资料和怎样的办理流程？谢谢！
		","您好，感谢您对消防工作的支持！如果不重新装修无需申办消防审批。
		
		",6.868116275704494e-08
21305,自动消防系统操作人员资格证,(已撤销)深圳市公安局消防监督管理局,2015.03.04,2015.03.16,"您好！ 1、请问自动消防系统操作人员资格证在哪个部门办理，需什么条件和手续？ 2、办证时间要多久，是否培训，要多久？ 3、若培训，在什么地方？ 谢谢！
		","您好，感谢您对消防工作的支持！
关于您咨询的问题：一、自动消防系统操作人员现今持有的证书是建（构）筑物消防员职业资格证。证书由公安部消防局与人力资源和社会保障部联合下发，一般分为初级、中级、高级、技师、高级技师五种。参加初级培训的学员条件：从事或即将从事消防控制室操作的人员。具体为：一是消防安全检查人员；二是消防控制室监控人员；三是建筑消费那个设施操作与维护人员；四是消防安全管理等从业人员或其他自愿参加培训的人员。报名者应具备高中以上文化水平，年龄原则上不超过55周岁，男女不限。
二、自动消防系统操作人员要获得证书，需参加消防职业技能培训。流程是：1、以转账形式向广东省新世纪消防职业培训学校缴纳2600元培训费；2、凭银行转账凭证到企业所在区消费那个监督管理大队报名点领取学校资料；3、登陆网络教学系统，完成120学时的网络理论课程，通过网络理论模拟考试后，4、凭通知参加为期十天的实操集中学习；5、学员通过实操考试和全国统考后的六到七个月左右，可以拿到职业资格证书。
三、建（构）物消防员职业技能培训模式是“网络理论教学+实操集中学习”，网络理论课程学习地点不限，实操集中学习的地点是广东省新世纪消防职业培训学校深圳培训处。
",1.2924736858543895e-07
21473,关于楼道堵塞,(已撤销)深圳市公安局消防监督管理局,2015.02.06,2015.03.02,"我住的楼层有一家出租给装修公司做仓库，该公司将3-4扇很大的防盗门置放在走廊上，堵塞了一半的楼道，而且门没有放置稳经常有倒下的危险。投诉到管理处很多次都没有具体回复我处理结果及清理时间，目前放置时间已经超过1个月了。我想咨询下，这种情况可以向你们投诉吗？
		","您好，感谢您对消防工作的支持！经核查，未发现章阁中心城存在堵塞消防疏通道的行为。
		
		",2.140206488698837e-07
20826,90平住宅底商改喷淋头方向和烟感,(已撤销)深圳市公安局消防监督管理局,2015.04.08,2015.04.16,"原有喷淋头向上想改为向下，因为要吊顶还要延长喷淋头长度！(原高5.5米现要装修吊顶3米) 烟感在梁上也要改在吊顶上！请问须要什么手续资料。
		","您好，感谢您对消防工作的支持！应根据所在建筑的性质到辖区消防大队办理消防行政许可或备案手续。
		
		",5.533147144909378e-07
18642,关于车间一楼建60平方米仓库墙体要求,(已撤销)深圳市公安局消防监督管理局,2015.07.22,2015.07.28,"我司想在一楼内建60平方米的小仓库放纸制品成品，问小仓库的墙体能否用一米高的砖体加铁丝网建设，如果不能，请问如何建设？
		","您好，感谢您对消防工作的支持！关于您的咨询，因建筑所在为宝安区，建议您拨打宝安消防监管大队办事窗口电话：27660219进行咨询了解，地址为：宝安区新安三路海关大厦9楼行政服务大厅6号窗口。
		
		",1.4745041833075234e-06
20108,工厂仓库因供应商送货的电池自燃导致火灾,(已撤销)深圳市公安局消防监督管理局,2015.05.21,2015.05.26,"您好。我朋友的工厂仓库着火，起火原因是工厂仓库供应商送过来的电池还没使用就自己着火了。直接经济损失80多万，但是没有人员伤亡，工厂人员积极参与了救火。但是一个多月了工厂还被封着，并且我朋友被宝安消防监督管理大队告知会追究企业主的重大安全事故责任罪，请问自己的东西被烧了还会被定罪吗，如果是，是什么标准和依据。谢谢
		","您好，感谢您对消防工作的支持！关于您的咨询建议拨打宝安分局办事窗口电话：27660219进行咨询了解。如有其它消防隐患，请明确存在何种消防隐患及具体地址。
		
		",2.042954014069842e-06
19562,小餐馆（小于100平方）的燃气管理,(已撤销)深圳市公安局消防监督管理局,2015.06.07,2015.06.18,"商铺小于100平方的餐馆，因没有管道燃气到铺里，租户使用瓶装气煮食，作为管理方应该如何进行管理？或是否允许此种做法？或最多能放多少瓶气？燃气的放置位置有无规定？（上一层楼就是住宅）
		","您好，感谢您对消防工作的支持！关于您的咨询，回复如下 ：1、高层住宅内严禁使用瓶装气；2、商铺内使用瓶装气，原则上1用1备用；3、靠外墙位置堆放。
		
		",3.4890065166992557e-06
17720,消防用水是否可以共用,(已撤销)深圳市公安局消防监督管理局,2015.08.06,2015.09.01,"您好： 近日我司隔壁单位与我司协商：能否从我司消防栓接一个水管，作为他们公司的消防用水。在此请教贵局，不知此举是否违反消防法律法规，以及对我司的消防安全用水是否有影响。谢谢。
		","您好，感谢您对消防工作的支持！已电话回复咨询人：根据《深圳市消火栓管理规定》，消火栓专供灭火救援和日常消防训练使用，其他单位和个人不得擅自使用。
		
		",3.7914421849860602e-06
20597,厂房二次装修报审,(已撤销)深圳市公安局消防监督管理局,2015.04.27,2015.04.30,"你好，我主要想咨询一下我司现租一厂房需要进行二次装修大概四百平米，报消防审核需要准备哪些资料和流程。谢谢
		","您好，感谢您对消防工作的支持！申报消防设计备案及验收备案、资料详查www.szl119.gov.cn
		
		",4.305245302482774e-06
20586,厂房二次装修报审,(已撤销)深圳市公安局消防监督管理局,2015.04.27,2015.04.30,"你好，我主要想咨询一下我司现租一厂房需要进行二次装修大概四百平米，报消防审核需要准备哪些资料和流程。谢谢
		","您好，感谢您对消防工作的支持！申报消防设计备案及验收备案、资料详查www.szl119.gov.cn
		
		",4.305245302482774e-06
20351,装修工程报消防费用,(已撤销)深圳市公安局消防监督管理局,2015.05.05,2015.05.12,"我想请问写字楼装修时一定要报消防？报消防是否需要收取费用？如果收费用大概是多少？
		","您好，感谢您对消防工作的支持！根据所在建筑性质申报消防设计审核、验收或者审核备案、验收备案，消防部门不收取费用。
		
		",9.56889830916463e-06
18140,自购新写字楼内办公室室内装修怎样进行消防备案,(已撤销)深圳市公安局消防监督管理局,2015.08.06,2015.08.14,"你好，我公司在深圳福田一新建写字楼内购买毛坯房两层，建筑面积约3300平方米，现准备进行内部装修自用，内部原有隔墙要拆除重新设置，原有消防系统已完成，请问怎样进行内部装修消防备案？谢谢，你们辛苦了。
		","您好，感谢您对消防工作的支持！关于您的咨询回复如下：向福田消防大队申报二次装修消防设计审核及验收手续。
		
		",2.144558926930884e-05
19420,咨询,(已撤销)深圳市公安局消防监督管理局,2015.06.11,2015.06.25,"你好 ；请问海员持海事局发的高级消防证可以在陆地上物业公司做消防管理吗？？？期待您的回复。。。
		","您好，感谢您对消防工作的支持！目前我们不清楚海事局所发证书，不能作为持证依据。
		
		",2.2087281501659284e-05
16865,消防登高场地与建筑外墙之间灯具高度,(已撤销)深圳市公安局消防监督管理局,2015.09.08,2015.10.10,"根据《建筑设计防火规范》GB50016-2014第7.1.8条和7.2.2条， 消防车道与建筑之间不应设置妨碍消防车操作的树木、架空管线等障碍物； 规范所提到的障碍物没有明确是否可以安装灯具和多高的灯具，经咨询编制单位，编制单位的意见是要咨询当地消防局，根据当地消防车的具体情况确定，请问深圳地区的消防道路或者消防登高场地与建筑之间是否可以设置高出地面的灯具，灯具高度有没有限制？ 
		","您好，感谢您对消防工作的支持！一般情况下登高面一侧不允许设置路灯。
		
		",3.1002496177268135e-05
20606,消防验收意见书,(已撤销)深圳市公安局消防监督管理局,2015.04.28,2015.04.29,"您好！我单位为申请退还装修保证金，但申请资料时，消防验收意见书丢失，该怎么补办该意见书？请求帮助并及时回复，非常感谢～～
		","您好，感谢您对消防工作的支持！关于您咨询的问题，可拨打罗湖办事窗口电话：82445554进行咨询了解。
		
		",3.145009945249022e-05
21483,非常加工烧鹅点，曾发生爆炸，存在严重安全隐患,(已撤销)深圳市公安局消防监督管理局,2015.01.28,2015.03.02,"深圳市宝安区松岗街道建设33号有一个非法加工烧鹅黑点，这个是居民住宅小区，这个黑加工点曾及生过爆炸，存土严重安全隐患，望处理。已投诉至市长邮箱和电视台，望尽快处理。。
		","您好，感谢您对消防工作的支持！经核查，该地址为一栋三层半自住居民楼，该栋住户在附近市场经营烧腊档口，平时在自己家里厨房加工一些烧鸭出售，加工数量不多，之前也并未发生过爆炸。民警已告知当事人日常注意用电用气安全，厨房内配备足灭火器
		
		",3.844836829047793e-05
16863,消防控制室值班人员上岗证,(已撤销)深圳市公安局消防监督管理局,2015.09.17,2015.10.10,"你好，我单位收到消防监督管理大队整改书，“消防控制室值班人员无证上岗”，要求参加“初级建（构）筑消防员”培训，请问，有无法律法规依据。
		","您好，感谢您对消防工作的支持！可参照《深圳经济特区消防条例》第二十八条。
		
		",8.495308482503461e-05
20611,关于消防设计备案的问题,(已撤销)深圳市公安局消防监督管理局,2015.04.28,2015.04.29,"你好，我们有个项目，原来在坪山分局备案过，现在要准备验收，现在发现当时填的消防设计备案表有误，咨询得知需要重新报备，需要重新验设计院的资质，由于我们是外地设计院，重验资质比较麻烦，因为第一次报备时已经验过原件了，这次重新报备是否可以不再验原件？谢谢。
		","您好，感谢您对消防工作的支持！关于您咨询的问题，建议拨打坪山办事窗口电话：89590119进行咨询了解。
		
		",0.00010481222020630732
21090,住宅楼被当成服装仓库,(已撤销)深圳市公安局消防监督管理局,2015.03.11,2015.03.30,"深圳南山区南油龙城路后海花园7栋2203，原本是住宅房现在已经成了服装仓库，还有人在里面进行工作，存在严重的消防安全隐患。请相关部门的人员能帮忙解决此事。
		","您好，感谢您对消防工作的支持！经核查，与投诉情况不符，已于2015年3月17日12时电话告知投诉人。
		
		",0.0001445713690324535
21039,消防备案,(已撤销)深圳市公安局消防监督管理局,2015.03.30,2015.04.01,"我们工程已拿到建设工程竣工验收消防备案凭证 但是由于我们的疏忽导致原件丢失，现在竣工备案不能如期进行。请问可不可以重新打印，或者办理？该怎么办理？ 
		","您好，感谢您对消防工作的支持！关于您咨询的问题可以到原备案机构重新办理。
		
		",0.00014986562800800574
20206,请问厂房和仓库隔墙用石膏板可以吗？？,(已撤销)深圳市公安局消防监督管理局,2015.05.14,2015.05.19,"据了解石膏板是防火材料，请问厂房和仓库分隔隔墙用石膏板可以吗？？
		","您好，感谢您对消防工作的支持！已电话回复咨询人。可以，应采用不燃或难燃性的石膏板，并满足耐火极限要求。
		
		",0.000178936057770529
19560,住宅小区底层用作仓库,(已撤销)深圳市公安局消防监督管理局,2015.06.05,2015.06.18,"请问住宅小区底层（2楼及以上是住家）用作仓库（20平米左右）来堆放电脑主机（有纸盒包装），违反相应的法规吗？谢谢！
		","您好，感谢您对消防工作的支持！关于您的咨询，回复如下：建议向物业小区管理处反映，由街道租赁介入处理。
		
		",0.00024103461481839172
17684,消防控制员培训,(已撤销)深圳市公安局消防监督管理局,2015.08.14,2015.09.01,"我司想要做消防控制员的培训，但找不到培训机构，请帮忙提供一下相关的培训机构，谢谢
		","您好，感谢您对消防工作的支持！已电话回复咨询人：您可向所属辖区大队报名参加相关培训。
		
		",0.00025214226270853235
24441,关于咨询市消防局公布2014年高危防火单位名单的事情,(已撤销)深圳市公安局消防监督管理局,2014.05.06,2014.05.14,"我是中兴通讯负责消防工作的，我在市消防局的通知栏中看到市消防局公布了2014年深圳市火灾高危单位，我司位于236，基于以上问题，想问一下这个通告是根据什么来确定为高危单位，对公司是否有影响等，请帮忙回复下，谢！
		","??? 您好，深圳市火灾高危单位的确定是在2014年消防安全重点单位的基础上，按照《广东省人民政府办公厅关于印发广东省火灾高危单位消防安全管理规定的通知》确定的，规定对于消防监督管理部门、企业单位明确了消防安全管理的内容、消防安全评估工作及监督管理等具体事宜。具体情况可向辖区消防监督管理大队民警了解。感谢您对消防工作的支持！
",0.00025898602475593613
21484,酒店开业消防要求,(已撤销)深圳市公安局消防监督管理局,2015.02.11,2015.03.02,"请问，一栋楼23层，目前有一半装修完毕，并已经通过消防验收。通过验收的部分是否可以对外营业？还是要等整个建筑的消防验收都完成后才能对外营业？
		","您好，感谢您对消防工作的支持！首先，该栋楼的主体应取得消防验收合格，局部的装修才能过验收合格投入使用。
		
		",0.00032899390030338704
17712,燃气供应站位置,(已撤销)深圳市公安局消防监督管理局,2015.08.16,2015.09.01,"近日见到天津市危险物品爆炸距离居民区不足600米，而龙华东环一路集瑞楼小区内的燃气供应站距离小区不足50米，望消防部门答复并能妥善解决。
		","您好，感谢您对消防工作的支持！经核查，发现深圳市宝润燃气有限公司2003年成立时取得了《建筑工程消防验收意见书》；2010年，更名为：深圳市宝润燃气有限公司宝华供应站，并取得了《建筑工程消防验收意见书》；且该供应站符合《城镇燃气设计规范》第8.5.3条之规定，并且供应站消防设施完好有效。
		
		",0.0006971134705334725
17922,开小餐馆的消防问题,(已撤销)深圳市公安局消防监督管理局,2015.08.22,2015.08.25,"目前我要在布吉长龙开一家小餐馆，位于商业楼一楼，餐馆面积９０多平米，计划做部分夹层，需要注意哪些问题，希望在装修之前对消防要求进行详细了解，以便不会出现消防通不过的问题，麻烦尽快联系回复，非常谢谢！
		","您好，感谢您对消防工作的支持！建议您拨打龙岗分局消防监督管理大队办事窗口电话:28924323，地址：龙岗区中心城龙翔大道8033-1号龙岗区行政服务大厅2楼24号窗口。
		
		",0.0007011998067274483
20212,茶叶店消防要求,(已撤销)深圳市公安局消防监督管理局,2015.05.10,2015.05.19,"我有个50平米的茶叶店装修，请问需要办理哪些消防要求。
		","您好，感谢您对消防工作的支持！已电话回复咨询人，需消防审核，验收合格。
		
		",0.0007484747092860733
20512,关于大型商城一次消防问题,(已撤销)深圳市公安局消防监督管理局,2015.04.29,2015.05.05,"商城一次消防通过后，没有投入使用，紧接着进行内部整体结构改造和扩建。是不是第一次消防的合格证作废，商城整体需重新再做一次消防审核？
		","您好，感谢您对消防工作的支持！改造及扩建应申报设计审核。
		
		",0.0008703999720064415
20779,关于办理消防许可证的问题,(已撤销)深圳市公安局消防监督管理局,2015.04.13,2015.04.21,"你好，我们是一家新公司，是做连锁超市的，现盘下了一间400多平米的小型生活超市，并进行了重新装修，装修内容主要是天花、墙面、地面，原来的消防系统没有进行改造，想问下我们现在的消防许可证怎么办理？需要准备哪些材料？谢谢。
		","您好，感谢您对消防工作的支持！该办理二次装修消防设计审核、验收或者审核备案、验收备案以及安检手续。
		
		",0.0009339540808859237
19263,增加烟感，是否有录入费用？,(已撤销)深圳市公安局消防监督管理局,2015.06.19,2015.07.01,"办公室增加了一个烟感，管理处要求缴纳2500元，说是代消费局收取的修改中控软件信息的费用，我在网站上没有找到相关信息，是否属实？可以直接去消防局缴纳吗？
		","您好，感谢您对消防工作的支持！消防部门从未收取过相关费用，如果您遇到诈骗情况，可直接向属地派出所报警。
		
		",0.001018761394045109
17733,有深圳市防火办（防火中心）这样的机构吗？,(已撤销)深圳市公安局消防监督管理局,2015.08.12,2015.09.01,"经常收到有自称深圳市防火办（防火中心）打来的电话，说安排上门免费为企业进行防火培训，说是深圳市统一要求的，每个企业必须参加，是这样吗？ 他们打来的电话是固定电话：22192729，手机18938876209，联系人：温主任（女）
		","您好，感谢您对消防工作的支持！已电话回复咨询人：目前，我局并无委托机构上门为企业进行防火培训，请仔细确认培训机构信息，谨防上当受骗。
		
		",0.00111196751904874
9657,消防产品抽样,(已撤销)深圳市公安局消防监督管理局,2016.07.13,2016.07.15,"你好，我们生产的铝合金防火窗产品，不属于3C强制目录里面, 但是我们为了能让客户更加相信我们产品质量，请问我公司可不可以主动申请消防总队过来抽样检查？
		","您好，感谢您对消防工作的支持！您可以直接联系检测单位，做委托检验。
		
		",0.0012721767876906487
9587,消防有上门做消防宣传,(已撤销)深圳市公安局消防监督管理局,2016.07.14,2016.07.19,"最近有接到0755-22192712 0755-23756203 电话，声称是消防队的，要上门做消防检查并且普及消防知识，是吗
		","您好，感谢您对消防工作的支持！请您不要相信陌生电话，如您遇到冒充消防名敲诈勒索的情况，您可直接打“110”报警。
		
		",0.00143689893162402
9346,我在玉泉路毅哲大厦负一楼万森健身中心办了卡，但是由于对方消防整改导致关门，想问一下究竟这家店消防整改通过没！,(已撤销)深圳市公安局消防监督管理局,2016.07.22,2016.08.01,"备案编号是：440000WYS160017862，公司名称是叫：深圳万森健身会有限公司，由于消防整改已经几个月没有开门，我想知道到底这家整改通过没
		","您好，感谢您对消防工作的支持！万森健身会有限公司已被责令停止使用，目前正在整改中。
		
		",0.001716635925971599
9087,开业检查,(已撤销)深圳市公安局消防监督管理局,2016.08.08,2016.08.10,"你好，我们公司要找一家餐饮公司来作为我公司的员工食堂，请问这样的话要不要做营业前消防检查？如要做是由谁来做？是我们公司还是外包的餐饮公司？谢谢
		","您好，感谢您对消防工作的支持！如您所描述，场所改变使用功能后应当由建设单位申报消防行政许可，具体申报事宜您可向辖区消防监管大队咨询。
		
		",0.0017788988288726104
21292,自动喷水灭火系统的供水管道能否改动,(已撤销)深圳市公安局消防监督管理局,2015.03.04,2015.03.16,"室内自动喷水灭火系统的供水管道能不能做小范围的改动
		","您好，感谢您对消防工作的支持！小范围改动所指不明，改动应符合国家规范要求。
		
		",0.001789191122967826
