编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
23348,深圳口岸申请签证,深圳市人民政府口岸办公室,2014.10.13,2014.10.16,"请问意大利人到深圳开会议，可否在深圳口岸申请签证？如可以，请提供程序、收费及需时多少。谢谢！ 
		","请你咨询广东省公安厅驻深签证处。电话：0755-823277000或0755-83391060.
",4.248940994555639e-05
3174,韩国人的中国签证过期，能否从香港进深圳在乘坐国内航班？,深圳市人民政府口岸办公室,2017.03.01,2017.03.02,"你好！我一个韩国客户签证过期了，所以准备从香港来深圳，口岸要重新签证吗？或者有没有临时签证或者短期旅游签证之类的？如果可以办理临时签证或者短期旅游签证，多久能办下来？有效期多久？最后，能否拿这些签证乘坐国内航班？盼回复！
","建议你咨询广东省公安厅驻深签证处，电话：0755-82327700。
",4.511633243486912e-05
250,深圳三个口岸,深圳市人民政府口岸办公室,2017.05.02,2017.05.03,"E通道的意思就是只要有合法的证件(护照/港澳通行证等)就可以不用排队，直接去走E通道的意思吗？不需要提前去指定的口岸进行指纹备案什么的吧？从全国各地来的中国游客/外国游客都可以在指定的三个口岸持有效证件走海关E通道吗？
		","
建议您咨询深圳海关，深圳海关门户网站（http://shenzhen.customs.gov.cn），在“业务咨询”栏目中留言与深圳海关联系，也可拨打深圳海关“12360”服务热线。
?
",6.969874012952015e-05
6110,咨询过关时间,深圳市人民政府口岸办公室,2016.11.23,2016.11.24,"请问2017年1月1日早7：45的团队过关预计要花费多少时间？或咨询2016年1月1日早间团队过关时间花费？
		","我们的工作人员已在电话中直接给您回复，你已了解你想咨询的情况，感谢你对口岸工作的关心与支持。
",9.121752707008657e-05
17143,现在过关是否必须提前一天预约？,深圳市人民政府口岸办公室,2015.09.22,2015.09.23,"我在办理港澳通行证是被告知，从2015年9月1日起过关需提前一天预约。我想请问有这回事吗？具体预约程序是什么？
		","
根据市文体旅游局关于参加港澳游团队名单电子化试点工作协调会议的通知，自9月1日起办理“团队旅游L”签注的游客至少要提前24小时报名，建议旅行社优先使用电子名单表办理，具体预约程序等详情可咨询深圳市文体旅游局，电话：0755-82101646。
",0.00017957305579163751
6940,关于超宽货物跨境运输咨询,深圳市人民政府口岸办公室,2016.10.26,2016.10.31,"您好！我公司有超宽货物需要通过陆路运输经过口岸出境到香港，请问各口岸最宽车道有多宽，我们的货物宽度在4米左右，谢谢！
		","皇岗口岸边检通道宽9米，海关通道5.5米宽，可通过4米宽度的货车。
",0.0002092294178858145
5145,一周内过港问题,深圳市人民政府口岸办公室,2016.12.12,2016.12.14,"你好：我是持有一年多次签注去香港的证件。因有听说深圳市民一周才能过香港一次，想问下如果我11月12月17日去香港，那12月22日还能去吗？谢谢。
		","建议您咨询广东省公安厅驻深签证处，电话：0755-82327700。
",0.00025537505643058456
18005,持有意大利护照可以从香港来深圳停留一两天吗？,深圳市人民政府口岸办公室,2015.08.20,2015.08.20,"您好，我有一个意大利客人，今年十月份会参加香港展，他持有意大利护照，去香港是免签的，因为客人还想来深圳看厂，需要停留一两天，请问下他持有的意大利护照是否可以允许他经由香港来深圳？是否需要单独办理来深圳的签证？如果需要，请问下这个签证是在香港办理还是他在意大利就需要办理好？多谢您的回复。
		","您好，你意大利朋友可以持护照在罗湖口岸、皇岗口岸落地签证，然后进入深圳。具体请咨询省公安厅驻深圳签证处，电话：0755-82327700。
",0.0003916898361243648
20402,深圳湾口岸停车场收费标准？,深圳市人民政府口岸办公室,2015.05.07,2015.05.08,"请问：深圳湾口岸A/B/C/D四个停车场的收费标准是什么？停7-8个小时，有时收20多，有时收50多。
		","黄岩旅客，您好：??? 您咨询《关于深圳湾口岸停车场收费标准问题》的函已收。我办即与口岸现场物业管理单位深圳湾口岸管理处联系，了解相关情况，管理处答复：已于5月8日上午与您电话联系，关于您提出的车场收费标准等问题，现我办答复如下：??? 一、深圳湾口岸A\B\C\D四个停车场的收费为入场第一小时收费5元，每增加一个小时加收2元。??? 二、关于收费问题：按照停车场收费标准，停7-8小时的收费标准应为17-19元。我办将责成深圳湾管理处进一步进行内部调查，如调查证实停车场工作人员存在乱收费现象，将按照相关规定对工作人员予以处理。
",0.0003935701050157281
9138,护照不见了,深圳市人民政府口岸办公室,2016.08.08,2016.08.09,"8月5号从深圳湾入境因有物品没申报退回香港，护照拿去登记，我出来忘了去拿走，请问下现在护照在哪去认领？谢谢
		","
请您咨询深圳海关，电话：0755-84398999；深圳边检总站，电话：0755-82321000。
",0.00044114965459585154
432,请问是否在口岸可以办证过关,深圳市人民政府口岸办公室,2017.04.26,2017.04.27,"请问是否可以在口岸申请去香港当天来回的临时证件？
		","建议你咨询广东省公安厅驻深签证处，电话：0755-82327700。
",0.0005225976725424797
8556,在深外籍人士办理去香港的自主通关通道,深圳市人民政府口岸办公室,2016.09.05,2016.09.05,"珠海拱北边检的公众号文章说9月1日起境外人士可以在全国各口岸办理去香港的自主通关服务。请问深圳也有此政策吗？
		","
请您咨询深圳边检总站，电话：0755-82321000。
",0.0006513435802032452
7936,持临时身份证可否正常出入境,深圳市人民政府口岸办公室,2016.09.22,2016.09.22,"因为身份证在申请更换制作中，现持有临时身份证件，想知道可不可以在深圳湾口岸出境？
		","
请您咨询深圳海关，电话：0755-84398999，深圳边检总站，电话：0755-82321000。
",0.0006616934104337613
7871,过关时物品遗失,深圳市人民政府口岸办公室,2016.09.25,2016.09.26,"9月25日下午5点左右，本人张穗芬ZHANG SUI FEN ，往来港澳通行证号C00021134，乘坐深港两地牌黑色奔驰商务车由香港返回深圳过关，车牌号粤B2U8W7，FV4742，过关查验证件时车门打开时，深灰包adidas肩背行李包疑掉落地，当时未即时发现，包内装有女士衣服、华为金色P8手机一部，手机内无sim卡，白色电子书一本等。说明：通过香港方检查站后还曾从包里拿东西，因此基本确定是在深圳湾口岸深圳方检查站掉落。如有人拾获，请通知13828825878
		","请您咨询深圳湾口岸管理处，电话：0755-86289275。
",0.0006837676713780105
7356,无签证前往马拉维是否可以通关（落地签）,深圳市人民政府口岸办公室,2016.10.12,2016.10.13,"您好，据从马拉维移民局网站上了解信息，马拉维可以申请落地签。如果事先无马拉维签证前往马拉维，深圳各口岸能否通关？谢谢！
		","请您咨询广东省公安厅驻深签证处，电话：0755-82327700。
",0.0008394975847058062
5116,深户市民福田口岸一周内过港问题,深圳市人民政府口岸办公室,2016.12.15,2016.12.15,"你好，我是深圳户口，一周一次签证可过香港，想咨询一下，这个一周是如何计算的？我12月9日出境到香港，12月12日回到深圳，那我最近一次可再去香港的时间是哪天呢？谢谢！
		","建议您咨询广东省公安厅驻深签证处，电话：0755-82327700。
",0.0010313303852529376
2766,深圳特区5日落地签证,深圳市人民政府口岸办公室,2017.03.09,2017.03.09,"您好，我有一个外国朋友四月从法国飞到香港，然后想从香港去深圳旅游两天，听朋友说在深圳海关可以办理5日落地签，请问可否属实？需要什么材料吗？谢谢，期待您的答复。
		","建议你咨询广东省公安厅驻深签证处，电话：0755-82327700。
",0.0012141625654790156
19460,空白护照从深圳经香港去泰国普吉岛，深圳边检放行吗,深圳市人民政府口岸办公室,2015.06.24,2015.06.24,"您好， 空白护照（未办理过任何签证），首次经香港去泰国普吉岛，深圳边检能放行吗？是否打印机票订购单即可？ 感谢您的回复！
		","去泰国普吉岛是落地签，您可持空白护照和打印的行程单（含机票订购单），经深圳口岸去香港机场。
",0.001412485784572648
9389,信号覆盖,深圳市人民政府口岸办公室,2016.07.26,2016.07.28,"由于旅客投诉，在福田口岸和深圳湾口岸需要进行信号覆盖施工，需要联系哪个部门？电话多少？
		","您好，由于咨询中并无提及所需增加信号的类别（港方信号还是深方信号、深方信号种类、信号发射频率、功率）等相关信息，您的电话也无人接听。建议与市无线电管理局联系相关事宜。

",0.0014595801542433007
8641,身份证与港澳通行证,深圳市人民政府口岸办公室,2016.08.31,2016.08.31,"咨询一下本人已办理港澳通行证，是需持此证件即可去香港？因身份证办理业务需要，暂时不在；谢谢。
		","

请您咨询深圳边检总站，电话：0755-82321000，广东省公安厅驻深签证处，电话：0755-82327700。
",0.001476112932659479
20091,连接皇岗口岸与福田口岸步行廊桥的进度,深圳市人民政府口岸办公室,2015.05.24,2015.05.26,"看到2014年4月的世纪星源：关于《建设连接皇岗口岸与福田口岸步行廊桥的协议》的公告。为什么一年过去了。现在一点开工的迹象也没有啊？请问该廊桥目前到了什么进度了？
		","首先，感谢您对口岸的关心和关注。连接皇岗口岸和福田口岸步行连廊项目是由市交通运输委牵头组织，世纪星源股份有限公司具体实施，有关项目的具体进展情况请向市交通运输委咨询。
?
",0.0016247127317839949
1314,皇岗口岸信息咨询,深圳市人民政府口岸办公室,2017.04.03,2017.04.07,"请问皇岗口岸有无东铁线接驳？早上9点多停车位紧缺吗？深圳有无单双号限行？
		","
已与您取得电话沟通回复，皇岗口岸无东铁线接驳，皇岗口岸车港城停车位充足，深圳东门片区和火车站片区有单双号限行，皇岗口岸周边并无单双号限行。
?
",0.0016273751863972175
2663,自助入境,深圳市人民政府口岸办公室,2017.03.10,2017.03.13,"17年1月份从泰国回来经深圳湾口岸入境，走的是自助通道，护照上没盖入境章，请问怎么补盖？
		","建议你咨询深圳边检总站，电话0755-82321000，或登录深圳边检总站官网（http://www.szbj.gov.cn），业务咨询栏目进行网上咨询。
",0.002690128734240571
1351,失物招领,深圳市人民政府口岸办公室,2017.04.07,2017.04.07,"我于2017年4月5日晚上约21点，在沙头角口岸过关时遗失一袋钙片（共5盒）请帮忙查下是否能帮忙找到，多谢！
		","建议你咨询深圳边检总站：0755-82321000。
",0.002928976173121489
7453,关于通关时间和交通工具（急）,深圳市人民政府口岸办公室,2016.10.10,2016.10.11,"请问深圳皇岗口岸是否24小时通关，凌晨5点左右是否有直通车乘坐。务必今日内答复，谢谢
		","
请您咨询深圳边检总站，0755-82321000；深圳海关：0755-84398999。
",0.003930487624205559
5277,从文锦渡骑自行车过香港,深圳市人民政府口岸办公室,2016.12.12,2016.12.12,"请问可以从文锦渡骑自行车出境过香港吗？过去后回来自行车需要登记什么资料吗？
		","建议您咨询深圳边检总站，电话：0755-82321000。
",0.004183391119025437
4867,深户市民福田口岸一周内往返香港问题,深圳市人民政府口岸办公室,2016.12.21,2016.12.21,"请问我2017年1月16号从香港回深圳，1月22能再去香港吗？
		","


建议您咨询广东省公安厅驻深签证处，电话：0755-82327700。
",0.005796375174482282
7554,请问从机场口岸或深圳湾口岸入境办理Z职业签证需要哪些手续,深圳市人民政府口岸办公室,2016.10.08,2016.10.08,"请问从机场口岸或深圳湾口岸入境办理Z职业签证需要哪些手续？谢谢
		","请您咨询广东省公安厅驻深签证处，电话：0755-82327700。
",0.0070284481016335
9240,手机,深圳市人民政府口岸办公室,2016.08.05,2016.08.05,"我想咨询下，从香港托人买个手机，要什么手续，要交多少手续费
		","
请您咨询深圳边检总站，电话：0755-82321000。
",0.008564841942787171
2670,失物招领,深圳市人民政府口岸办公室,2017.03.09,2017.03.10,"3月7号晚上大约九点左右，我在罗湖口岸的士站丢失了两双运动鞋，一双是阿迪达斯一双是斯凯奇的，可以帮忙询问一下吗？
","建议咨询深圳边检总站，电话：0755-82321000。
",0.0115752568199885
23754,持护照和机票出境前往澳门 ,深圳市人民政府口岸办公室,2014.08.27,2014.08.28,"请问深圳公务员没有办理香港或澳门签注，可以持护照和机票出境前往香港或澳门坐飞机到第三国吗？ 
		","你好，根据业务不同，请你直接咨询深圳市公安局出入境管理处。 
咨询电话:0755-84465490
另外，公务员持护照签注有规定，具体的情况请咨询市外事办公室护照签证处（电话：0755-82105982)，或咨询你本单位的人事部门。
",0.01345812491735865
8103,查获的iPhone7拍卖,深圳市人民政府口岸办公室,2016.09.18,2016.09.18,"你们查获的iPhone7和7plus拍卖，我应该去哪买？？？请发给我网址，谢谢！
		","请您咨询深圳海关，电话：0755-84398999。
",0.01403845682673055
8568,电子护照走e道没有章影响签证,深圳市人民政府口岸办公室,2016.09.02,2016.09.02,"你好，我8月底从欧洲回来在深圳入境的时候走的e道，所以护照上只有出境章没有入境章，据说会影响下次签证，是否果真如此？要怎么解决？
		","
请您咨询广东省公安厅驻深签证处，电话：0755-82327700；深圳边检总站，电话：0755-82321000。
",0.014743768356284992
9413,從香港携帶物品通關,深圳市人民政府口岸办公室,2016.07.27,2016.07.28,"因為準備婚禮禮品。需要携帶 360支果醬蜜糖以作婚宴禮品。總值1500 港幣能否通關 及需要申報嗎?
		","请您咨询深圳海关，电话：0755-84398999。
",0.0154231192260742
23639,警察去香港时过深圳口岸时很费时吗？,深圳市人民政府口岸办公室,2014.09.10,2014.09.12,"国庆假期打算一家三口去香港旅游，因为我和妻子都是警察身份，听去过香港的同事说在过口岸的时候，要比普通居民麻烦，得很长时间才能过。不知我们提前需要比普通居民多做那些准备工作，才能减少过口岸时间？
		","
你好，由于具体的职责和分工不同，请直接咨询深圳边检总站，电话：0755-8449800,望能更快的对你们有帮助。
",0.016025415115589636
7286,自助办理的港澳通行证扣费后无效,深圳市人民政府口岸办公室,2016.10.16,2016.10.17,"本人于10月9日在福田口岸的港澳通行证自助办理机进行续期，后显示续期成功并进行银联卡扣费，但本人于今日过深圳湾口岸被告知没有次数无法过关，后发现电子卡上机器没有把原来的日期抹掉换上新的日期，对我造成极大的困扰。而拨打深圳口岸服务管理中心的电话一直无人接听，希望贵办公室能给我一个及时的答复。谢谢。
		","
请您咨询深圳边检总站，电话：0755-82321000；广东省公安厅驻深签证处，电话：0755-82327700。
",0.01928235520581867
646,香港签证,深圳市人民政府口岸办公室,2017.04.23,2017.04.24,"未成年人已经办理了身份证和港澳旅游签证，可以由在监护人之外的合法公民陪同前往香港旅游吗？
		","建议你咨询深圳边检总站，电话0755-82321000，或登录深圳边检总站官网（http://www.szbj.gov.cn），业务咨询栏目进行网上咨询。
",0.020786214529166624
23138,外国人 深圳落地签证,深圳市人民政府口岸办公室,2014.11.04,2014.11.04,"请问持用波兰护照公民是否可以在蛇口口岸办理落地签证？是否有不允许办理的特殊规定？ 谢谢
		","请咨询广东省公安厅驻深签证处。电话：0755-82327700。
",0.025066012171095164
2634,咨询2016年全年各口岸通关量,深圳市人民政府口岸办公室,2017.03.10,2017.03.13,"您好！我想咨询下深圳各口岸2016年全年进、出境人数各是多少，以及同比增长率。谢谢！
		","建议你咨询深圳边检总站，电话0755-82321000，或登录深圳边检总站官网（http://www.szbj.gov.cn），业务咨询栏目进行网上咨询。
",0.027086601613822148
4813,关于入境时间计算的问题,深圳市人民政府口岸办公室,2016.12.21,2016.12.23,"你好！ 我婆婆是日本人，来中国是14天免签。她这次来中国是12/21-1/7，超过了14天，但她忘记申请签证了。12/26-12/30号会去深圳玩，如果在这期间去趟香港的话，入境的时间是不是会重新计算了。 谢谢
		","建议您咨询广东省公安厅驻深签证处，电话：0755-82327700。
",0.02826271041780637
4179,在深圳口岸处可以办理往港的签注吗？,深圳市人民政府口岸办公室,2017.02.08,2017.02.08,"我是北京户口，但是在外地，需要暂住证才能在当地办理签注。听香港同学介绍，在深圳去香港的口岸就可以自助办理L签，而且能马上拿到，不知道是真是假？
		","


建议您咨询深圳市公安局出入境管理局，电话：0755-84465490，或登录http://www.sz3e.com/，在线咨询栏目咨询。
",0.028529968751864976
9546,皇岗口岸落地签,深圳市人民政府口岸办公室,2016.07.20,2016.07.20,"您好！请问皇岗口岸办理外国人落地签的工作时间最晚到几点？
		","您好，请您咨询广东省公安厅驻深圳签证处，电话：82327700。
",0.02882224299104974
3303,清关,深圳市人民政府口岸办公室,2017.02.27,2017.02.28,"申请香港货物经深圳口岸后到广州口岸清关了需提供那些材料
		","
建议您咨询深圳海关，深圳海关门户网站（http://shenzhen.customs.gov.cn），在“业务咨询”栏目中留言与深圳海关联系，也可拨打深圳海关“12360”服务热线。
?
",0.02966150869903217
