84,深圳的旅行社如何在惠州设立服务网点，需要哪些流程?,深圳市文体旅游局,2017.05.04,2017.05.08,"深圳的旅行社如何在惠州设立服务网点，需要哪些流程?
		","李先生：? ? 您好！? ? 来信收悉，现回复如下：深圳的旅行社在外地设立服务网点，需要向设立所在地的旅游局申请办理。
"
20334,外省户籍可以在深圳参加导游证考试吗? ,深圳市文体旅游局,2015.05.08,2015.05.12,"外省户籍可以在深圳参加导游证考试吗? 
		","刘先生：??? 您好！??? 来信收悉，现回复如下：外省户籍可以在深圳参加导游证考试，咨询电话：88359331。
"
20346,办理《网络文化经营许可证》需要什么资料？,深圳市文体旅游局,2015.05.08,2015.05.12,"办理《网络文化经营许可证》需要什么资料？
		","李先生：??? 您好！??? 来信收悉，现回复如下：根据《互联网上网服务经营场所管理条例》，设立互联网上网服务经营场所，申请办理《网络文化经营许可证》，应当到所在区文化行政管理部门办理，由区文化行政部门受理、审批、发证，具体办理流程、所需材料等事宜，请向所在区级文化行政管理部门咨询办理。
"
20348,广播影视制作许可证如何办理？,深圳市文体旅游局,2015.05.08,2015.05.12,"我公司为深圳市全球候鸟实业有限公司，地址在南山区，我公司的经营范围增加了影像制作，是否需要办理许可证?
		","李女士：??? 您好！??? 来信收悉，现回复如下：需要办理《广播影视制作经营许可证》，此项审批权已下放到各区，请到公司注册所在区文化部门办理。
"
20349,深圳的旅游景点都有学生票吗？ ,深圳市文体旅游局,2015.05.08,2015.05.12,"深圳的旅游景点都有学生票吗？ 
		","刘女士：??? 您好！??? 来信收悉，现回复如下：实行政府定价、政府指导价管理的游览参观点，对青少年门票价格政策标准：对6周岁（含6周岁）以下或身高1.2米（含1.2米）以下的儿童实行免票；对6周岁（不含6周岁）～18周岁（含18周岁）未成年人、全日制大学本科及以下学历学生实行半票。列入爱国主义教育基地的游览参观点，对大中小学学生集体参观实行免票。鼓励实行市场调节价的游览参观点参照上述规定对青少年等给予票价优惠。目前对学生入园优惠价格只针对实行政府定价、政府指导价管理的游览参观点，对实行市场调节价的景区无强制要求。外地与本地无区别。
"
21218,酒吧经营商业性文艺演出是否要办理《营业性演出许可证》？,深圳市文体旅游局,2015.03.20,2015.03.20,"其欲成立一家酒吧，该酒吧经营范围包括商业性文艺演出，现来电咨询其酒吧是否要办理《营业性演出许可证》？办理《营业性演出许可证》需要提交什么材料申请？市民要求电话回复。
		","段女士:
??? 您好！
??? 来信收悉，现回复如下：经与你电话联系，了解了咨询的具体情况，并对你设立审批的问题进行了解答。根据《营业性演出管理条例》及其实施细则规定，设立内资演出经纪机构，开展营业性演出活动，应当在所在区文化行政管理部门办理《营业性演出经营许可证》，取得许可后方可开展有关演出经营活动。具体办理程序建议向所在区文体局咨询办理。已将有关区文体局的联系电话告知你。
"
21360,国内社升级国际社需要什么资质，资料？,深圳市文体旅游局,2015.03.10,2015.03.10,"国内社升级国际社需要什么资质，资料？
		","邵女士：??? 您好！??? 来信收悉，现答复如下：国内社升级为出境游组团社需满足以下条件：1、经营满两年以上;2、没有因侵害旅游者合法权益受到行政机关罚款处罚的。
"
22631,在深圳举办音乐节需要怎样的审批？,深圳市文体旅游局,2014.12.08,2014.12.08,"在深圳举办音乐节需要怎样的审批流程呢？
		","陈小姐：????您好！????来信收悉，现回复如下：我局没有举办音乐节的审批项目。根据《营业性演出管理条例》等相关规定，具体的营业性演出活动，需要向文化行政管理部门提出申请，办理相关手续。具体办理流程、所需材料等事宜，请向所在区级文化行政管理部门咨询办理。
"
22640,办理《网络文化经营许可证》需要符合什么条件？,深圳市文体旅游局,2014.12.08,2014.12.08,"申请办理《网络文化经营许可证》需要符合什么条件？需要提交哪些材料？在哪里办理？
		","孟先生：????您好！????来信收悉，现答复如下：根据《互联网上网服务经营场所管理条例》，设立互联网上网服务经营场所，申请办理《网络文化经营许可证》，应当到所在区文化行政管理部门办理，由区文化行政部门受理、审批、发证，具体办理流程、所需材料等事宜，请向所在区级文化行政管理部门咨询办理。
"
22641,深圳市非物质文化遗产保护中心的地址在哪里？,深圳市文体旅游局,2014.12.08,2014.12.08,"深圳市非物质文化遗产保护中心的地址在哪里？
		","关女士：????您好！????来信收悉，现回复如下：深圳市非物质文化遗产保护中心的地址：广东省深圳市福田区福中路市民中心A区，电话：83203027，82105814。
		
		"
22644,私营企业内刊刊号如何办理年审？ ,深圳市文体旅游局,2014.12.08,2014.12.08,"请问，私营企业内刊的刊号年审怎么办理，需要哪些资料，找谁呢？是在市民中心B区办事窗口办理吗？
		","



田先生：??????? 您好！??????? 来信收悉，现对您提出的问题答复如下：????????目前，我市私营企业的连续性内部资料（内刊）年审和其他类型的内刊一样，根据广东省新闻出版广电局有关通知精神按时办理年度核验手续，我局已将今年连续性内部资料年度核验的通知和有关要求在深圳市文体旅游局网站公布。??????? 如您还有其他问题，欢迎来电来函咨询。我局咨询电话：82002872
"
24471,深圳暂住老人免费乘车证的功用,深圳市文体旅游局,2014.04.30,2014.05.09,"深圳暂住老人免费乘车证能免费进入深圳旅游景点公园吗?(如世界之窗等）
		","顾先生/女士： ??? 您好！ ??? 根据《深圳市人民政府办公厅关于我市老年人享受敬老优惠待遇的通知》（深府办〔2000〕47号），凡具我市户籍，男年龄满65周岁、女年龄满60周岁以上的老年人，可享受敬老优惠待遇。持市老龄委员会颁发的《深圳市敬老优待证》，可免费进入全市旅游景区等优待。老年人持市老龄工作委员会颁发的《深圳市暂住老年人免费乘车证》，免费乘坐全市公共大巴、中小巴和地铁，没有规定免费进入旅游景区公园等。
"
26349,如何办理一类的演出经营许可证,深圳市文体旅游局,2012.03.01,2012.03.15,"您好！ ??? 我是深圳龙腾动力文化有限公司，我们公司现在专门为港澳台和外国的著名艺人或团体到国内演出，为方便业务现在想办理一类的演出经营许可证，需要满足什么条件和准备哪些申请材料呢？ ??? 由于这边比较急，所以请尽快回复，谢谢！
","谢美柳同志: ??? 您好! ??? 您咨询演出经纪机构设立一事，现答复如下：根据您的描述，您应当申请演出经纪机构资格，该项目目前由各区文化行政部门审批（涉港澳台或外资的由省文化厅审批），主要条件是有3名以上专职演出经纪人。建议您先向所在区文化局市场科咨询详细情况。另外要提醒的是，演出经纪机构要在成立2年并有一定经验后才能承办涉港澳台和外籍演员的营业性演出。
"
31785,如何申请网络文化经营许可证,深圳市文体旅游局,2007.10.23,2008.02.28,"你好，我公司是从事研发大型网络游戏为主的一家科技公司，请问如何申请网络文化经营许可证呢？谢谢
		","从事网络游戏的公司申请网络文化经营许可证是由省文化厅初审，国家文化部终审。您可以上广东省文化厅公众服务网查询具体条件和流程。
		
		"
32020,咨询关于在深圳申办文化培训中心所需材料及办事流程?,深圳市文体旅游局,2007.09.03,2008.01.21,"相关人士: 您好! 本人有意申办文化培训中心,主要是针对韩国在深学生从事外语,数学,中文等科目的培训,需要了解注册法人所需资格, 以及申办的流程相关事宜!请问在哪些地方可以找到相关的政策文件,或是相关的办事指导. 谢谢!!
		","您好,您所要从事的培训内容不属于文化艺术培训范畴,应向教育部门或劳动部门咨询.文化艺术培训主要指歌舞,音乐,钢琴等方面的培训.
		
		"
32021,如何申请办理音响制品经营许可证?,深圳市文体旅游局,2007.04.28,2008.01.21,"您好!我想在深圳开一个音响制品批发\零售的场所,请问:如何申请办理音响制品经营许可证和应该具备哪些条件?希望能早日得到你的答复.谢谢
		","您可以看深圳文化网<深圳市音像连锁经营企业设立变更行政许可实施办法>或向所在区文化局市场科咨询.
		
		"
32022,开网吧办证事宜,深圳市文体旅游局,2007.04.05,2008.01.21,"市各位领导：您们好！ 我想在深圳开一家中等规模的网吧，不知道如何办理相关手续，今日在网上查看了一下这个网站，我就忍不住的给你们写一封咨询信。1.现在在深圳可以办到网吧证吗？2.如果能办的话，需要具备一些什么样的资格？3.申请办证要找哪些部门？4.证件批下来的话需要多久?5.办证费用大概需要多少钱?6.深圳的各区的网吧证件可以通用吗？
		","您好,按国务院规定,2007年起全国停止审批新的网吧. 我市之前开展网吧审批工作的有关条件,材料,程序等请看深圳文化网<深圳市互联网上网服务营业场所设立变更行政许可实施办法>.
		
		"
